time,density,kinetic_energy,fluid_viscosity,boundary_viscosity,fluid_depth,rest_density_grid_spacing,smoothing_length,rest_density,time_step_size,solver_iterations,relaxation_factor,time_step_wall_clock_time,predicted_density_error
5.22,900.7007313276725,203.11588168723603,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.015219668,0.07431090214609175
5.23,900.6715244644764,202.6683391136023,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.013531939,0.07121249295570298
5.24,900.6440807059705,201.96655404243958,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014059322,0.06870069437558343
5.25,900.621601830283,201.09728777383566,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014982497,0.06697285577792556
5.26,900.6060973975793,200.13065422841254,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014210263,0.06612102556214416
5.2700000000000005,900.5980692026988,199.08144824944583,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.013540788,0.06588175292703301
5.28,900.5956821154385,198.0827631732688,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.016347375,0.06616124142121096
5.29,900.5974689630361,196.9976639592333,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014163102,0.06656761516218031
5.3,900.600907857199,196.1141462230081,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.013586469,0.06687922513688208
5.3100000000000005,900.6037325988541,195.47287501690417,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014704565,0.06709479260449017
5.32,900.6053593892882,194.93837249615987,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.013981021,0.06707446974356132
5.33,900.6051120836977,194.53992657268378,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.013606139,0.0668500680103533
5.34,900.6031007447618,194.25679488649095,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.015722422,0.06656915451959826
5.3500000000000005,900.6003468719625,194.02605208903452,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014375664,0.06626102634060527
5.36,900.5977147435005,193.83817040155685,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.015162348,0.06609446435289304
5.37,900.5963344020633,193.72779956038676,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.015087417,0.06616678940869027
5.38,900.5971849168474,193.71202248167577,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.01370934,0.06661256550436549
5.39,900.6012239101703,193.81138200595083,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014299663,0.06750628009991176
5.4,900.6093005444149,194.02991374716052,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.015275058,0.06890307509198458
5.41,900.6222518392752,194.32599318391473,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014947287,0.07093649449701797
5.42,900.640772585494,194.6667093401529,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014287533,0.07361229931901622
5.43,900.6650942364687,195.03947412604813,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.015714491,0.07689968233482522
5.44,900.6948409148669,195.45497467898363,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014149292,0.08063866075157268
5.45,900.7287438731028,195.92661403504536,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014077052,0.08467485701454514
5.46,900.7648926998381,196.4772745617996,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.0155779,0.08869259077047784
5.47,900.8009332940774,197.14237813255752,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014138782,0.09241064038994036
5.48,900.8341310392516,198.07916565317032,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.014169622,0.09550439468343677
5.49,900.8618518443403,199.42136234122742,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,10,0.6,0.016231384,0.09764649651016641
