time,density,kinetic_energy,stiffness,fluid_viscosity,boundary_viscosity,fluid_depth,rest_density_grid_spacing,smoothing_length,rest_density,time_step_size,target_density_error,solver_iterations,relaxation_factor,time_step_wall_clock_time,predicted_density_error
5.0,900.6418209990801,0.047259068849355636,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011033063,0.07131841291907413
5.01,900.6422464719104,0.04721127979567873,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.013814858,0.07138267151208828
5.0200000000000005,900.6418244790311,0.0471598135060904,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011994597,0.07130518996170263
5.03,900.6422480410006,0.047118533008270146,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011480085,0.0713837286324044
5.04,900.641823615442,0.04707322516542526,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012979913,0.07130491606345934
5.05,900.6422454863861,0.047038436477796604,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012109498,0.07138328936792768
5.0600000000000005,900.6418192532093,0.04699929503270761,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011517445,0.07130434507151757
5.07,900.6422402763363,0.046971007844490875,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.013081704,0.07138267009033863
5.08,900.6418133084837,0.04693812016458149,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011698036,0.07130372421622475
5.09,900.6422346340021,0.046916375526331607,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011573995,0.07138212636095259
5.1000000000000005,900.6418080772864,0.04688987772167829,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.013567587,0.0713032940701267
5.11,900.6422307201592,0.04687474695461191,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011104363,0.0713818631858978
5.12,900.6418053967882,0.046854791834136364,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.010841571,0.07130320684290144
5.13,900.6422298982613,0.04684635146151764,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012768542,0.07138196914440412
5.14,900.6418060552414,0.04683307226419656,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.01071381,0.07130348216302422
5.15,900.6422323384344,0.046831382866152724,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.010970842,0.07138239697572131
5.16,900.6418096207572,0.04682486338157564,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012361389,0.07130401341503828
5.17,900.6422370946221,0.04682994313410603,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.010891082,0.07138299370239698
5.18,900.6418147138909,0.046830207120333436,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011135513,0.07130461767143215
5.19,900.6422425015269,0.046842050472037794,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.01240554,0.07138356467614439
5.2,900.6418196127656,0.04684909748895396,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011044613,0.07130510733306146
5.21,900.6422468692472,0.046867701456104374,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.010908351,0.07138394597097847
5.22,900.6418228596696,0.046881528691013585,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012601521,0.0713053562847357
5.23,900.642249066118,0.046906906170938956,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011064243,0.07138405843073728
5.24,900.6418237077183,0.04692752624293193,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011097573,0.0713061117590491
5.25,900.6422488500594,0.04695971856021208,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.013086124,0.07138392578684821
5.26,900.641822374339,0.04698717325668883,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.01068309,0.07130589662597686
5.2700000000000005,900.6422468508678,0.047026255346510004,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011342254,0.07138365429655184
5.28,900.6418198164106,0.04706061731607512,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012583181,0.07130561368222145
5.29,900.6422442447355,0.0471066957817572,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.010912202,0.07138338538098951
5.3,900.6418173045871,0.04714806236676391,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011198833,0.07130540109764712
5.3100000000000005,900.6422422745491,0.04720125913667034,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012906692,0.0713832415770978
5.32,900.6418159373289,0.047249733218300796,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011057982,0.0713053549288073
5.33,900.6422418026604,0.04731016966054616,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.010908152,0.07138328548782777
5.34,900.6418162736069,0.04736585028719667,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012830603,0.07130550029799458
5.3500000000000005,900.64224305299,0.04743363472138872,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.01063443,0.07138350503154256
5.36,900.6418182017543,0.04749660668762498,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.010769371,0.07130579124369636
5.37,900.6422456103863,0.04757182723622023,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012997154,0.07138382685382474
5.38,900.6418210610822,0.04764216285732689,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.0106594,0.07130613557306271
5.39,900.6422486450066,0.04772489072313786,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.010712211,0.07138414953934966
5.4,900.6418239407021,0.047802654754956764,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012808152,0.07130643275186913
5.41,900.6422512532423,0.04789294956084896,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.010862641,0.07138438240142383
5.42,900.6418260279446,0.04797820222455205,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.010944412,0.07130559237473798
5.43,900.6422527805352,0.04807610324782958,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.013633156,0.07138447544876284
5.44,900.6418268762407,0.0481688888655853,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011771176,0.07130562428218458
5.45,900.6422530142149,0.048274433393521825,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011256383,0.0713844312765837
5.46,900.6418265109994,0.04837480515521318,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.013355456,0.07130553952927057
5.47,900.6422522010024,0.0484880442609567,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011240233,0.07138429770290049
5.48,900.6418253628569,0.048596068198397485,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011572685,0.07130540084816832
5.49,900.6422509064001,0.04871706885505009,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012971464,0.07138414597492426
5.5,900.6418240715293,0.04883282084685404,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011341074,0.0713068555047767
5.51,900.6422497841834,0.04896166118762576,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011318274,0.07138404386803278
5.5200000000000005,900.641823243643,0.049085221130015066,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.014693073,0.07130681321150185
5.53,900.642249346092,0.04922198423210837,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.01423013,0.07138251413765541
5.54,900.641823254369,0.049353429560514694,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.014590573,0.07130687053647707
5.55,900.6422498072668,0.04949819412705912,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.016519013,0.07138260248508294
5.5600000000000005,900.6418241494905,0.04963759340799243,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.015334267,0.07130701427574473
5.57,900.6422510465906,0.04979042242833216,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.015826179,0.07138275844010886
5.58,900.6418256660372,0.0499378257658909,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.016962346,0.0713072026375422
5.59,900.6422526876626,0.050098743553353774,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.015461358,0.07138293184392736
5.6000000000000005,900.641827350531,0.05025416215596443,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.016224741,0.07130738148325089
5.61,900.642254243453,0.05042316772759159,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.017030686,0.07138438737571579
5.62,900.6418287128796,0.050586594893116156,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.015836769,0.07130750230730218
5.63,900.6422552852588,0.0507636816999698,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.016302742,0.07138445458604437
5.64,900.6418294101902,0.05093511693245221,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.016909065,0.07130753842858474
5.65,900.6422555711823,0.051120281026792266,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.01593563,0.07138443380897622
5.66,900.641829326292,0.051299723033493616,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.015871289,0.07130749079876349
5.67,900.6422551084701,0.05149296771846286,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.019318119,0.07138433925533755
5.68,900.6418285921475,0.051680414114052886,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011772517,0.07130738566997455
5.69,900.6422541330292,0.05188175136692732,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011257373,0.07138420636144198
5.7,900.6418275283402,0.05207719514963607,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.014002599,0.07130726467165552
5.71,900.6422530190208,0.052286635121233244,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011636355,0.07138407913850624
5.72,900.6418265308293,0.052490060054623935,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011284803,0.07130717046922397
5.73,900.6422521498583,0.05270762157866903,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.012964153,0.07138399545221737
5.74,900.6418259394221,0.052919016548856355,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011668766,0.07130713307066856
5.75,900.6422517949687,0.05314472698632343,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011275774,0.0713839752549175
5.76,900.641825932424,0.053364085576798094,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.013150064,0.07130716087999657
5.7700000000000005,900.6422520293638,0.05359797334046268,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011255754,0.07138401509729904
5.78,900.641826477729,0.05382528624272908,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.01235441,0.07130723911425255
5.79,900.642252719343,0.05406736920814255,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.013131655,0.07138409038729812
5.8,900.6418273529853,0.05430262660908154,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011416794,0.07130733562877578
5.8100000000000005,900.6422535749736,0.05455292529728701,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.011381434,0.0713841643716461
5.82,900.6418282273372,0.05479612910768361,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.01,0.0,10,0.7,0.013224995,0.07130741243805111
