Bin,Average,Count
1,16.10865064178424,96
2,11.967888539013517,147
3,12.286394573501,131
4,11.50380137405416,115
5,11.598030729558849,112
6,11.119466953847983,136
7,11.046345303786305,104
8,13.103515049076297,134
9,9.988126094945097,107
10,11.796415791055686,134
11,9.678257584699512,117
12,9.175479965986444,119
13,10.093478105723706,121
14,8.164027282209807,124
15,7.797338249047198,114
16,5.899778925759964,96
17,6.093748582829434,118
