Bin,Average,Count
1,0.18697291581012146,96
2,0.19539538236312673,147
3,0.2740424653201173,131
4,0.13450637454522285,115
5,0.07351315242110959,112
6,0.03344296513550948,135
7,0.029449259555444324,105
8,0.01735417594604455,134
9,0.01823262257161999,107
10,0.015866790693341917,134
11,0.02328640419090896,116
12,0.032251494722220254,120
13,0.08092560535272449,120
14,0.06845601594351015,126
15,0.04492659857395347,113
16,0.09036208523703554,95
17,0.05340785972211559,119
