Bin,Average,Count
1,0.18808520652536695,96
2,0.19536654519646934,147
3,0.27150462562281935,131
4,0.13476757380724314,115
5,0.07394861268270259,112
6,0.03324636965659857,135
7,0.02898324416728325,105
8,0.01754602089397657,134
9,0.017965423049532137,107
10,0.015705922963353377,134
11,0.023410160296135674,116
12,0.0324669057843913,120
13,0.08140848603279364,120
14,0.06876893979815017,126
15,0.04453681680405073,113
16,0.09026346710099716,95
17,0.0533302860294998,119
