Bin,Average,Count
1,26.561576668452705,96
2,11.686860723903925,147
3,11.489658845988469,131
4,11.310216960228404,115
5,9.577778214913849,112
6,9.884132551608241,136
7,10.120917395852457,104
8,11.605542409721599,134
9,11.545158519530995,107
10,9.761363393836566,134
11,8.46901877587573,117
12,7.033359665445707,119
13,8.216607278320806,119
14,10.411057677892915,126
15,8.219795039877912,114
16,6.157691112411474,96
17,5.99123840284171,118
