Bin,Average,Count
1,0.1874052909341842,96
2,0.19564639694585706,147
3,0.2714649841016474,131
4,0.13414572321972507,115
5,0.07339423897955165,112
6,0.033114999237653604,135
7,0.029023126772255707,105
8,0.016965579128516508,134
9,0.017901147223248016,107
10,0.015718797408731486,134
11,0.022937125183685344,116
12,0.031799220617436924,120
13,0.07911179601693016,120
14,0.06803038085661449,126
15,0.046751634878338624,113
16,0.09346185110252664,95
17,0.05539477008711176,119
