Bin,Average,Count
1,0.18660412487512612,96
2,0.19662354478622193,147
3,0.27924291813191715,131
4,0.1372346361751646,115
5,0.07556769796346463,112
6,0.0356167976167245,135
7,0.031268305347242835,105
8,0.018017654505022893,134
9,0.018909069585819,107
10,0.016470364923627988,134
11,0.02365650293575117,116
12,0.03252008102590727,120
13,0.08103261077865177,120
14,0.06872277941839386,126
15,0.04591615704434701,113
16,0.09104461776109575,95
17,0.05406934539752276,119
