Bin,Average,Count
1,0.18497420100445627,96
2,0.19561699677019598,147
3,0.27571671128154,131
4,0.13621077406648419,114
5,0.07310003801019802,113
6,0.033501520181726564,135
7,0.02979289872752557,105
8,0.017073234502258658,134
9,0.017821920928156397,107
10,0.015931352882037585,134
11,0.022897817440524874,116
12,0.031012250987725146,120
13,0.077988632347074,120
14,0.06764373063674552,126
15,0.047403404398021064,113
16,0.09359062256796612,95
17,0.0555048487672864,119
