Bin,Average,Count
1,188685.95570467997,96
2,152275.86898063976,147
3,140845.93113567424,131
4,128663.2764875611,115
5,145076.720661143,112
6,129120.80843880528,136
7,112381.10108782229,104
8,98918.74027693347,134
9,87071.13966712091,107
10,64903.215019431314,134
11,60513.363049565625,117
12,51007.41314565479,119
13,48515.35871774682,120
14,39064.447244502815,125
15,34551.45125237314,114
16,24097.463984316666,96
17,4063.773443870406,118
