Bin,Average,Count
1,182872.13404558794,96
2,156035.3931593177,147
3,145193.8782148422,131
4,138050.00142334972,115
5,128869.303065168,112
6,118292.75451891092,135
7,107563.99979425831,105
8,97691.30640244656,134
9,86267.03914774026,107
10,76240.14274978325,134
11,65348.91220077601,116
12,55041.75247891829,120
13,44496.26024638107,120
14,33966.281192159964,126
15,23291.41345274793,113
16,15210.437288641624,95
17,4167.844343238541,119
