Bin,Average,Count
1,212566.99462349483,96
2,163121.5719592458,147
3,139957.68308983647,131
4,131275.38502601124,115
5,121561.86129098445,112
6,105231.4958370397,136
7,94175.0841329911,104
8,95689.60560470408,134
9,87000.23194307977,107
10,87746.78121268972,134
11,64274.2493782414,117
12,60057.091758634364,119
13,51989.09386809853,119
14,38623.333572223826,126
15,25719.465812683233,114
16,12491.896122541017,96
17,4540.912976052946,118
