Bin,Average,Count
1,182540.92153175466,96
2,155746.05491267462,147
3,144909.98523202044,131
4,137779.16161312797,115
5,128601.48036342685,112
6,118031.04540176551,135
7,107306.05632986977,105
8,97439.86197646556,134
9,86026.9771952596,107
10,76009.72767813795,134
11,65135.76913855308,116
12,54858.26075900732,120
13,44347.3130077118,120
14,33852.561617225314,126
15,23211.789541343238,113
16,15156.330762907308,95
17,4156.801222664849,119
