Bin,Average,Count
1,188244.24085618812,96
2,158641.33628141854,147
3,151118.73388632486,131
4,154512.10004760776,115
5,120631.68724002875,112
6,115647.87679065483,136
7,111540.14168140807,104
8,88917.49194838938,134
9,74969.98875961757,107
10,64044.51467510181,134
11,71260.89629628402,117
12,61487.090473984994,119
13,51089.30527055536,120
14,35409.420788546835,125
15,28343.15055335866,114
16,25530.42657011858,96
17,5022.041836224492,118
