Bin,Average,Count
1,178836.90777414586,96
2,144316.5138202006,147
3,131928.5847855786,131
4,124473.23754350342,115
5,115680.70515968782,112
6,106181.91109333053,135
7,96693.01186315641,105
8,87972.05110851476,134
9,77827.57426121845,107
10,68902.11286541804,134
11,59140.50460498781,116
12,49862.28103704691,120
13,40349.03096568296,120
14,30815.902921797384,126
15,21137.755021145156,113
16,13809.158328523275,95
17,3790.4573587511754,119
