Bin,Average,Count
1,152103.04564332523,96
2,129594.97020363377,147
3,120405.83616701297,131
4,114400.23818243135,115
5,106712.06285355808,112
6,97947.70681980878,135
7,89124.09897199362,105
8,81016.19151470269,134
9,71619.1095911924,107
10,63362.23091003848,134
11,54358.772298493284,116
12,45816.20499829867,120
13,37058.47349603782,120
14,28298.411324252684,126
15,19407.56943395708,113
16,12675.88570918466,95
17,3471.7359732286313,119
