Bin,Average,Count
1,166391.72844554362,96
2,141915.20654990475,147
3,132029.71416717934,131
4,125570.10186309164,115
5,117242.05034224037,112
6,107707.30410814361,135
7,98050.05924926413,105
8,89152.1949032032,134
9,78819.79626137036,107
10,69733.37060584557,134
11,59824.6047883508,116
12,50421.76438808215,120
13,40782.71528210743,120
14,31141.840944690506,126
15,21358.522817692996,113
16,13949.023241695671,95
17,3823.2868409932703,119
