Bin,Average,Count
1,166179.01085226025,96
2,141757.4215217027,147
3,131931.10430119513,131
4,125552.69235570905,115
5,117279.86319573087,112
6,107831.45451997487,135
7,98255.45139576998,105
8,89441.13010177854,134
9,79155.1673186659,107
10,70097.81016733393,134
11,60202.90558309012,116
12,50776.80279196878,120
13,41092.537236615135,120
14,31395.263762788272,126
15,21543.2036981138,113
16,14069.84490337014,95
17,3862.656810706197,119
