Bin,Average,Count
1,178884.29194272833,96
2,144327.588450045,147
3,131875.3223895141,131
4,124357.7658733447,115
5,115509.24654574263,112
6,105932.00445714442,135
7,96374.32093518667,105
8,87623.31812407344,134
9,77473.0463238868,107
10,68558.10540033954,134
11,58836.910152624485,116
12,49611.25605033617,120
13,40149.54647357526,120
14,30672.31787897082,126
15,21046.286533358696,113
16,13750.74631154283,95
17,3776.7550016857895,119
