Bin,Average,Count
1,200563.12375813047,96
2,157425.22401450985,147
3,143370.9619837315,131
4,123200.07456087045,115
5,114457.34708377683,112
6,124041.71125924404,136
7,113599.46962644366,104
8,104716.53818913105,134
9,82884.53726254769,107
10,74149.29349492842,134
11,68855.6779824635,117
12,64811.979827264535,119
13,53083.34187529715,121
14,31922.114036128718,124
15,13818.633317103737,114
16,11614.755436656544,96
17,3112.0319158558636,118
