Bin,Average,Count
1,202175.19314762045,96
2,166671.21901822241,147
3,149010.3824215875,131
4,131709.08047695417,115
5,132996.85244370988,112
6,100615.71306386033,136
7,87641.0440888941,104
8,90225.43806507917,134
9,89949.75930696818,107
10,89699.68711769117,134
11,68528.69120937969,117
12,47202.492521696404,119
13,48371.71674281746,119
14,46128.20862476117,126
15,31213.04786694186,114
16,11926.35271072588,96
17,4157.802355629282,118
