Bin,Average,Count
1,212702.1885780136,96
2,157610.13385166315,147
3,141750.80213944128,131
4,130345.24207269348,115
5,102744.93572484041,112
6,119150.18923973097,136
7,109956.36205492151,104
8,99123.35235159913,134
9,85066.40244903328,107
10,77754.03929370246,134
11,65655.65504370916,117
12,72271.90493371007,119
13,51144.14818685139,120
14,34330.61710137353,125
15,23580.175845362017,114
16,11035.398004809089,96
17,2909.5539098783206,118
