Bin,Average,Count
1,178483.49710884146,96
2,144008.01816823854,147
3,131624.07153166685,131
4,124182.00048558082,115
5,115393.19475154563,112
6,105903.95787259325,135
7,96421.97935851147,105
8,87714.70561803936,134
9,77585.81379524493,107
10,68678.22058683494,134
11,58941.35379998426,116
12,49688.11114555298,120
13,40200.149649757645,120
14,30699.953635614944,126
15,21057.034691141213,113
16,13755.053645178767,95
17,3776.4512232310376,119
