Bin,Average,Count
1,166261.4865340043,96
2,141882.27811907823,147
3,132123.6643787604,131
4,125792.7556917321,115
5,117550.36458257055,112
6,108133.64012253625,135
7,98536.7804175557,105
8,89656.8227857317,134
9,79295.11511480206,107
10,70165.7916369216,134
11,60199.643593956716,116
12,50720.021512257,120
13,41005.610594201346,120
14,31301.31543126713,126
15,21461.829534402186,113
16,14012.244869547812,95
17,3842.5993647737073,119
