Bin,Average,Count
1,151847.40589533828,96
2,129376.5667457948,147
3,120202.53119761997,131
4,114220.04703238157,115
5,106545.29140106121,112
6,97799.18827986682,135
7,88986.19818228744,105
8,80909.95185768965,134
9,71546.44862403892,107
10,63316.045079964446,134
11,54335.888003556895,116
12,45815.93767815292,120
13,37073.0510132102,120
14,28319.180794894983,126
15,19426.481378924014,113
16,12687.53738042978,95
17,3480.558476880945,119
