Bin,Average,Count
1,179263.85481095535,96
2,144655.7467948698,147
3,132178.45025814665,131
4,124631.25460978458,115
5,115751.06182926883,112
6,106130.26486720664,135
7,96519.88138958196,105
8,87715.35043540673,134
9,77516.10306842941,107
10,68558.6729243511,134
11,58802.782890479335,116
12,49558.68674135142,120
13,40089.2289174513,120
14,30615.324415949286,126
15,21001.929637794587,113
16,13719.43913776301,95
17,3768.1843776554074,119
