Bin,Average,Count
1,165910.72868078752,96
2,141571.67521438602,147
3,131810.74271297597,131
4,125483.00815250106,115
5,117236.7705013962,112
6,107819.59991781565,135
7,98223.10652142134,105
8,89347.62938700568,134
9,78996.90848707168,107
10,69878.94715345954,134
11,59929.22429142454,116
12,50477.55241299071,120
13,40795.56950112562,120
14,31133.439107772956,126
15,21340.40558871083,113
16,13930.06284507062,95
17,3820.597339957543,119
