Bin,Average,Count
1,179301.98560812147,96
2,144690.78686855405,147
3,132228.162685448,131
4,124692.26553815207,115
5,115834.83369730866,112
6,106239.66253126733,135
7,96666.93782025718,105
8,87893.92214269539,134
9,77720.25655640713,107
10,68781.44200095425,134
11,59030.61423910684,116
12,49776.66362846242,120
13,40288.00785214591,120
14,30778.454877148255,126
15,21118.973309369085,113
16,13799.452395255052,95
17,3788.792607768288,119
