Bin,Average,Count
1,162746.30060054344,96
2,130678.56458571342,147
3,119381.17034365497,131
4,112683.03340274953,115
5,104785.47381653082,112
6,96318.15949517075,135
7,87791.67046564372,105
8,79909.61099538715,134
9,70702.41826615178,107
10,62578.29860277028,134
11,53686.47450687219,116
12,45242.67680578675,120
13,36592.63637980612,120
14,27937.567708104816,126
15,19158.91027774894,113
16,12514.572617110076,95
17,3434.9884901613846,119
