Bin,Average,Count
1,187499.43915322315,96
2,147193.0785314172,147
3,140770.1099439815,131
4,134893.45735386197,115
5,134439.0615645349,112
6,125346.9852756218,136
7,117407.06677530693,104
8,101408.48479551633,134
9,95535.36881873674,107
10,78839.7221757306,134
11,58031.15490224377,117
12,47334.00795434302,119
13,44612.19448029589,120
14,39468.579396575486,125
15,34619.93195970514,114
16,17226.557002365713,96
17,3740.6414428033036,118
