Bin,Average,Count
1,192501.71682303047,96
2,162610.97532411857,147
3,156865.99835982823,131
4,145965.71024629648,115
5,122321.40585516315,112
6,107228.40046053816,136
7,99494.46371195785,104
8,84639.35364656424,134
9,84937.84487798836,107
10,77104.35575604155,134
11,72051.82457803581,117
12,51237.889331830665,119
13,46449.19454446085,119
14,40992.552957850814,126
15,35623.10932365837,114
16,17044.803706939463,96
17,5570.663474643036,118
