Bin,Average,Count
1,195251.90317201984,96
2,158183.26184156077,147
3,144595.0095527002,131
4,136284.44818131995,115
5,126508.48335499271,112
6,115862.50902781484,135
7,105314.79782380858,105
8,95700.85582397127,134
9,84593.66358794441,107
10,74864.56970615276,134
11,64263.54616491112,116
12,54196.93776309581,120
13,43869.75723555242,120
14,33517.97102856859,126
15,22999.174787143587,113
16,15028.192235827571,95
17,4125.681712284034,119
