time,density,kinetic_energy,stiffness,fluid_viscosity,boundary_viscosity,fluid_depth,rest_density_grid_spacing,smoothing_length,rest_density,time_step_size,target_density_error,solver_iterations,relaxation_factor,time_step_wall_clock_time,predicted_density_error
5.008,900.89451255802,0.029643507466135328,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.076379419,0.09986630493445221
5.024,900.89481949207,0.02845586321978005,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.080656232,0.09966840715812463
5.04,900.8930281942071,0.02951524997166176,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,26,0.5,0.142459094,0.09970759072923577
5.056,900.8934068648854,0.028676744927217786,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.07654243,0.09963567108368322
5.072,900.8927553045735,0.028433767559428273,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,26,0.5,0.075738506,0.0998307510076215
5.088,900.8945170381886,0.029308061168369565,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.147733702,0.09986642468554359
5.104,900.8948204879556,0.02816265367781376,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.079038443,0.0996681701823571
5.12,900.8930259973001,0.029262712784279603,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,26,0.5,0.077063713,0.09970710363966405
5.136,900.8934024347784,0.02847471312215206,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.150441376,0.09963510601577895
5.152,900.8927501925127,0.028271749288665292,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,26,0.5,0.076122568,0.09983031267322545
5.168,900.8945130739868,0.029200069015621798,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.079495695,0.09986629661782229
5.184,900.8948193138003,0.02809218131990092,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.153474482,0.09966847531795048
5.2,900.893028705155,0.029229168975795715,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,26,0.5,0.075284473,0.09970786505890795
5.216,900.8934092212428,0.028496701700052994,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.079701147,0.09963624747582896
5.232,900.8927603747283,0.028333282330145846,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,26,0.5,0.144098373,0.09983169788727243
5.248,900.8945254246327,0.029313078550535446,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.07854269,0.09986773334874045
5.264,900.8948321142327,0.02824617822146434,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.078623391,0.09966977724422076
5.28,900.8930402879298,0.029426815256964778,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,26,0.5,0.142467104,0.09970888824140482
5.296,900.8934182999518,0.02874044706020219,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.077819866,0.09963690655859507
5.312,900.8927661937431,0.028622902988661946,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,26,0.5,0.076767541,0.09983199769400275
5.328,900.8945280278717,0.02964682384748242,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.148696647,0.09986773773537651
5.344,900.8948320765512,0.028626454639858766,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.077089092,0.09966959810349493
5.36,900.893038609466,0.029852132420950667,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,26,0.5,0.077409954,0.09970864738641648
5.376,900.8934160687496,0.029211364872692634,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.147172489,0.09963671528994235
5.392,900.8927644074998,0.029139361113045697,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,26,0.5,0.076283719,0.09983194522328136
5.408,900.894527480805,0.03021067031263825,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.080581821,0.09986786653472732
5.424,900.8948331491472,0.029235417359361335,0.0,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.016,0.1,27,0.5,0.147230589,0.09966991345740314
