time,density,kinetic_energy,fluid_viscosity,boundary_viscosity,fluid_depth,rest_density_grid_spacing,smoothing_length,rest_density,time_step_size,solver_iterations
5.0,900.4744533872986,210.09601091434897,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.005,900.4697530737265,210.4269246521888,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.01,900.4657752289137,210.6911642324646,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.015,900.4626218744884,210.8813423822623,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.0200000000000005,900.4603982785073,210.99869210952946,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.025,900.4592281161605,211.0531219522144,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.03,900.4590648747544,211.073798587697,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.035,900.4596946880087,211.08279741823472,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.04,900.4609834341043,211.1025361103124,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.045,900.4628170310904,211.12898631414606,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.05,900.4651647627252,211.15143547246802,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.055,900.4675216779382,211.287749216323,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.0600000000000005,900.4694074217603,211.4941140284241,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.065,900.4711574682307,211.7755253968475,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.07,900.4715819238313,212.20212666864288,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.075,900.4713318133602,212.63110923406597,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.08,900.470227711006,213.1127742892377,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
5.085,900.468376878657,213.63875510745484,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.005,5
