time,density,kinetic_energy,fluid_viscosity,boundary_viscosity,fluid_depth,rest_density_grid_spacing,smoothing_length,rest_density,time_step_size,solver_iterations
5.0,900.0063010063484,204.79606615621898,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.001,900.0062723010515,204.83843084861402,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.002,900.0062386084089,204.8792374029049,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.003,900.0062051373332,204.91829819097407,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.0040000000000004,900.0061763660301,204.95622292063092,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.005,900.0061587483583,204.99215842453748,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.006,900.0061593554914,205.0297116836279,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.007,900.0061647904889,205.06866381950124,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.008,900.0061785724675,205.1100511879954,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.009,900.0062012852623,205.1535101591268,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.01,900.0062304360896,205.19953547053697,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.011,900.0062619884332,205.24650243695768,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.0120000000000005,900.006292288083,205.2931037585617,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.013,900.0063212916551,205.3356805309817,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.014,900.006346083857,205.38449194267167,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.015,900.0063654500077,205.43944900503143,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.016,900.0063811955482,205.49598122871015,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.017,900.0063927796863,205.5532586366859,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.018,900.0064011280538,205.60870293072796,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.019,900.0064071099549,205.6638379704209,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.0200000000000005,900.0064136124818,205.71997957097435,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.021,900.006419388376,205.77682485219165,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.022,900.0064266333213,205.83394982469363,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.023,900.0064430745447,205.88377446788994,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.024,900.0064539556045,205.93858632630543,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.025,900.0064652118047,205.99629765095318,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.026,900.0064799520803,206.05715420454135,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.027,900.0064978634229,206.12452553674214,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.0280000000000005,900.0065166397086,206.1926307625154,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.029,900.0065418220425,206.26539816052687,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.03,900.0065781570803,206.34887960434762,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.031,900.0066037481548,206.42373866284788,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.032,900.0066246181166,206.49740714720508,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
5.033,900.0066424443199,206.57061096075554,0.2,0.2,20.249999999999996,0.8,0.8,900.0,0.001,15
